PLT_CN,PLOT_FIADB,MEASYEAR,TREE_CN,STREE_CN,SPCD,series,species,DBH_field,DIA,d2pith_mm,notes_lab
683089196126144,41939,2023,1549058902290487,1549058869290487,94,41939AC,PIGL,14.7,14.700000000000001,0.7,
683089196126144,41939,2023,NA,1549058870290487,94,41939AD,PIGL,10.3,10.3,16.6,
683089196126144,41939,2023,1549058895290487,NA,94,41939AE,PIGL,6.1,6.1000000000000005,5.7,
683089074126144,42353,2023,NA,1549052824290487,95,42353AA,PIMA,3.4,3.4,1.3,
683089074126144,42353,2023,NA,1549052825290487,95,42353AB,PIMA,3.1,3.1,0.5,
683089074126144,42353,2023,NA,1549052826290487,95,42353AC,PIMA,3.5,3.5,0.7,
683089431126144,43457,2023,NA,1549067779290487,94,43457AA,PIGL,12,12,59.6,
683089435126144,43527,2023,NA,1549068027290487,94,43527AA,PIGL,6.9,6.9,1.8,
683089435126144,43527,2023,NA,1549068028290487,94,43527AB,PIGL,6.1,6.1000000000000005,8.7,
683089435126144,43527,2023,NA,1549068029290487,94,43527AC,PIGL,7.1,7.1000000000000005,1.5,
NA,NA,NA,NA,NA,95,43673AA,PIMA,4.3,NA,NA,core in several pieces - unmeasureable
683089281126144,43673,2023,NA,1549063264290487,95,43673AB,PIMA,4.6,4.6000000000000005,1.6,unmeasureable near bark - inner rings measured with end year x-dated to 2011
NA,NA,NA,NA,NA,95,43673AC,PIMA,4.9,NA,NA,core in several pieces - unmeasureable
NA,NA,NA,NA,NA,95,43673AD,PIMA,5.5,NA,NA,core in several pieces - unmeasureable
683089478126144,44174,2023,NA,1549069556290487,95,44174AA,PIMA,4.5,4.5,2.7,
683089491126144,45234,2023,1549070174290487,1549070163290487,95,45234AB,PIMA,5.4,5.4,6.4,
683089491126144,45234,2023,NA,1549070164290487,95,45234AC,PIMA,3.9,3.9,1.5,
683089491126144,45234,2023,NA,1549070165290487,95,45234AD,PIMA,3.3,3.3000000000000003,0.8,
NA,NA,NA,NA,NA,95,45234AE,PIMA,3.4,NA,NA,
683089612126144,46258,2023,NA,1549075250290487,95,46258AA,PIMA,3.6,3.6,6.3,
683089612126144,46258,2023,NA,1549075251290487,95,46258AB,PIMA,4.1,4.1,0.6,
683089612126144,46258,2023,NA,1549075252290487,95,46258AC,PIMA,3.8,3.8000000000000003,0.8,
683089612126144,46258,2023,1549075257290487,NA,95,46258AD,PIMA,5.1,5.1000000000000005,1.5,
683089487126144,46533,2023,1549069721290487,NA,94,46533AA,PIGL,6.1,6.1000000000000005,1.1,
683089487126144,46533,2023,1549069739290487,1549069706290487,94,46533AB,PIGL,13.7,13.700000000000001,NA,core broken - pith offset inestimable
683089487126144,46533,2023,1549069739290487,1549069707290487,94,46533AB,PIGL,13.7,13.700000000000001,NA,core broken - pith offset inestimable
683089487126144,46533,2023,1549069719290487,NA,94,46533AC,PIGL,8.4,8.4,0.9,
683089487126144,46533,2023,1549069723290487,1549069708290487,94,46533AD,PIGL,11,11,0.8,
683089487126144,46533,2023,1549069723290487,1549069709290487,94,46533AD,PIGL,11,11,0.8,
683089487126144,46533,2023,1549069722290487,1549069711290487,94,46533AE,PIGL,9.7,9.700000000000001,10.6,
683089487126144,46533,2023,1549069722290487,1549069710290487,94,46533AE,PIGL,9.7,9.700000000000001,10.6,
683089651126144,46739,2023,NA,1549051830290487,94,46739AA,PIGL,8.5,8.5,1.7,"bark missing, end year likely 2019"
683089651126144,46739,2023,NA,1549051831290487,94,46739AB,PIGL,7.3,7.3,5.8,
683089651126144,46739,2023,NA,1549051832290487,94,46739AC,PIGL,6.8,6.8,6.8,
683089029126144,46743,2023,NA,1549049662290487,95,46743AA,PIMA,2.2,2.2,1.1,
683089029126144,46743,2023,NA,1549049663290487,95,46743AB,PIMA,3.8,3.8000000000000003,11.5,
683089029126144,46743,2023,NA,1549049664290487,95,46743AC,PIMA,2.7,2.7,4.9,
683089376126144,47285,2023,1549066340290487,1549066334290487,94,47285AA,PIGL,10.8,10.8,1.3,
683089376126144,47285,2023,1549066352290487,1549066335290487,94,47285AB,PIGL,15.8,15.8,13.1,
683089376126144,47285,2023,NA,1549066333290487,94,47285AC,PIGL,9.9,9.9,8.5,
683089001126144,47481,2023,NA,1549047341290487,95,47481AA,PIMA,3,3,0.7,
683089001126144,47481,2023,NA,1549047342290487,95,47481AB,PIMA,3,3,5.3,
683089001126144,47481,2023,NA,1549047343290487,95,47481AC,PIMA,4.5,4.5,4.6,
683089344126144,47725,2023,NA,1549065480290487,94,47725AA,PIGL,7.2,7.2,0.9,
683089344126144,47725,2023,NA,1549065481290487,94,47725AB,PIGL,8,8,NA,core broken - pith offset inestimable
683089344126144,47725,2023,NA,1549065482290487,94,47725AC,PIGL,7.4,7.4,11.3,
683089535126144,49322,2023,NA,1549071609290487,95,49322AA,PIMA,2.7,3.9,9.7,
683089535126144,49322,2023,NA,1549071610290487,95,49322AB,PIMA,3.7,3.7,0.9,
683089535126144,49322,2023,NA,1549071611290487,95,49322AC,PIMA,2.7,2.7,3.6,
683089535126144,49322,2023,NA,1549071612290487,94,49322AD,PIGL,4.2,4.2,7.2,
683089535126144,49322,2023,NA,1549071613290487,94,49322AE,PIGL,4.3,4.3,4.4,
683089535126144,49322,2023,NA,1549071614290487,94,49322AF,PIGL,4,4,10.5,
683089535126144,49322,2023,1549071623290487,NA,94,49322AG,PIGL,5.6,5.6000000000000005,9.6,
683089535126144,49322,2023,1549071630290487,NA,95,49322AH,PIMA,7.1,7.1000000000000005,6,
683089535126144,49322,2023,1549071631290487,NA,94,49322AI,PIGL,7.5,7.5,4.3,
683089530126144,49454,2023,NA,1549071196290487,95,49454AA,PIMA,2.1,2.1,0.7,
683089530126144,49454,2023,NA,1549071195290487,95,49454AB,PIMA,4.9,4.9,5.2,
683089530126144,49454,2023,NA,1549071197290487,95,49454AC,PIMA,3.6,3.6,1.4,
683088699126144,50140,2023,NA,1549071834290487,95,50140AA,PIMA,4,4,1.9,
683088699126144,50140,2023,NA,1549071835290487,95,50140AB,PIMA,3.4,3.4,2.8,
683088699126144,50140,2023,NA,1549071836290487,95,50140AC,PIMA,4.5,4.5,1,
683089702126144,50209,2023,NA,1549054003290487,71,50209AA,LALA,2.7,2.7,0.7,
683089702126144,50209,2023,NA,1549054004290487,71,50209AB,LALA,4.7,4.7,0.9,
683089702126144,50209,2023,NA,1549054005290487,71,50209AC,LALA,3.8,3.8000000000000003,0.8,
683089702126144,50209,2023,1549054013290487,NA,95,50209AD,PIMA,5.3,5.2,12.7,
683088871126144,50356,2023,NA,1549072367290487,94,50356AA,PIGL,8.3,8.3,0.9,
683088871126144,50356,2023,NA,1549072368290487,94,50356AB,PIGL,9.9,9.9,4.5,
683089105126144,51102,2023,NA,1549054173290487,95,51102AA,PIMA,3.4,3.4,6.9,
683089105126144,51102,2023,NA,1549054174290487,95,51102AB,PIMA,4,4,8.1,
683089105126144,51102,2023,NA,1549054175290487,95,51102AC,PIMA,3.2,3.2,4,
683089105126144,51102,2023,1549054197290487,NA,95,51102AD,PIMA,5.7,5.7,4.7,
683089308126144,51261,2023,NA,1549064281290487,95,51261AA,PIMA,6.5,6.5,7.1,
683089308126144,51261,2023,NA,1549064282290487,95,51261AB,PIMA,6,6,19.1,
683089308126144,51261,2023,NA,1549064283290487,95,51261AC,PIMA,6.5,6.5,11.7,
683088893126144,51713,2023,NA,1549072919290487,94,51713AA,PIGL,10.7,10.700000000000001,4.2,
683089532126144,52726,2023,1549071482290487,1549071474290487,94,52726AA,PIGL,5.4,5.4,4,
683089532126144,52726,2023,NA,1549071475290487,94,52726AB,PIGL,6.7,6.7,26.1,
683089532126144,52726,2023,1549071492290487,1549071476290487,94,52726AC,PIGL,9,9,3,
683089532126144,52726,2023,1549071496290487,NA,94,52726AE,PIGL,12.6,12.6,11.3,
683089532126144,52726,2023,1549071498290487,1549071477290487,94,52726AF,PIGL,7,7,21.2,
683089025126144,52979,2023,NA,1549075425290487,95,52979AA,PIMA,4.9,4.9,11.2,
683089025126144,52979,2023,NA,1549075426290487,95,52979AB,PIMA,4,4,0.7,
683089025126144,52979,2023,NA,1549075427290487,95,52979AC,PIMA,3.2,3.2,3.4,
683089147126144,53044,2023,NA,1549056455290487,94,53044AA,PIGL,7.1,7.1000000000000005,3.5,
683089147126144,53044,2023,NA,1549056456290487,94,53044AB,PIGL,5.9,5.9,12,
683089147126144,53044,2023,NA,1549056457290487,94,53044AC,PIGL,14.9,14.9,3.3,
683089147126144,53044,2023,NA,1549056458290487,94,53044AD,PIGL,13.9,13.9,4.5,
683089147126144,53044,2023,NA,1549056459290487,94,53044AE,PIGL,13.3,13.3,9.9,
683089147126144,53044,2023,NA,1549056460290487,376,53044AF,BENE,7.3,7.3,4.3,
683089147126144,53044,2023,1549056522290487,1549056461290487,94,53044AG,PIGL,18.2,18.2,9.6,
683089147126144,53044,2023,1549056479290487,1549056462290487,95,53044AH,PIMA,6,6,15.6,
683089147126144,53044,2023,1549056482290487,1549056463290487,95,53044AI,PIMA,7,7,14.7,
683089147126144,53044,2023,1549056508290487,1549056464290487,94,53044AJ,PIGL,5.2,5.2,7.1,
683089396126144,53358,2023,NA,1549066889290487,95,53358AA,PIMA,3.7,3.7,0.6,
683089396126144,53358,2023,NA,1549066890290487,95,53358AB,PIMA,2.4,2.4,1.2,
683089396126144,53358,2023,NA,1549066891290487,95,53358AC,PIMA,2.2,2.2,0.6,
683089417126144,53876,2023,NA,1549067537290487,94,53876AA,PIGL,11,11,2.2,
683089417126144,53876,2023,NA,1549067538290487,94,53876AB,PIGL,13.3,13.3,11.5,
683089417126144,53876,2023,1549067548290487,1549067539290487,94,53876AC,PIGL,9.2,9.200000000000001,0.9,
683089721126144,54443,2023,1549056818290487,1549056811290487,94,54443AA,PIGL,8,8,8.2,
683089721126144,54443,2023,1549056822290487,1549056813290487,94,54443AB,PIGL,12.2,12.200000000000001,11.6,
683089721126144,54443,2023,1549056825290487,1549056812290487,94,54443AC,PIGL,6.8,6.8,2.9,
683089456126144,54464,2023,NA,1549068964290487,95,54464AA,PIMA,3.3,3.3000000000000003,4,
683089456126144,54464,2023,NA,1549068965290487,95,54464AB,PIMA,3.3,3.3000000000000003,4,
683089456126144,54464,2023,NA,1549068966290487,95,54464AC,PIMA,3,3,0.5,
683089034126144,54699,2023,NA,1549049783290487,94,54699AA,PIGL,12.4,12.4,NA,break in core - pith offset inestimable
683089034126144,54699,2023,NA,1549049784290487,94,54699AB,PIGL,12.9,12.9,4.6,
683089034126144,54699,2023,NA,1549049785290487,94,54699AC,PIGL,19.5,19.5,NA,core broken - pith offset inestimable
683089034126144,54699,2023,NA,1549049786290487,94,54699AD,PIGL,8.1,8.1,9.7,
683089034126144,54699,2023,NA,1549049787290487,94,54699AE,PIGL,8.4,8.4,9,
683089034126144,54699,2023,1549049794290487,1549049788290487,94,54699AF,PIGL,6.7,6.7,4.3,
683089034126144,54699,2023,1549049795290487,NA,94,54699AG,PIGL,10.4,10.4,NA,"branch intrusion near pith - measurements truncated, pith offset inestimable"
683089309126144,54765,2023,NA,1549064416290487,94,54765AA,PIGL,7.3,7.3,1.5,
683089309126144,54765,2023,NA,1549064418290487,94,54765AB,PIGL,5.5,5.5,11.6,
683089309126144,54765,2023,NA,1549064419290487,94,54765AC,PIGL,8.7,8.700000000000001,12.2,
683089309126144,54765,2023,NA,1549064417290487,94,54765AE,PIGL,5.7,5.7,3,
683088881126144,54831,2023,NA,1549072582290487,94,54831AA,PIGL,3.7,3.7,0.8,
683088881126144,54831,2023,NA,1549072583290487,94,54831AC,PIGL,4.5,4.5,0.8,
683088881126144,54831,2023,NA,1549072584290487,94,54831AD,PIGL,5.1,5.1000000000000005,4.9,
683088881126144,54831,2023,1549072599290487,1549072585290487,94,54831AE,PIGL,5.8,5.8,4.4,
683088873126144,55454,2023,NA,1549072465290487,94,55454AA,PIGL,14.7,14.700000000000001,6.7,
683088873126144,55454,2023,NA,1549072466290487,376,55454AB,BENE,8.2,8.2,10.2,
683088873126144,55454,2023,NA,1549072467290487,94,55454AC,PIGL,10.1,10.1,14.9,
683088873126144,55454,2023,1549072477290487,1549072468290487,94,55454AD,PIGL,11.2,11.200000000000001,7.7,
683089042126144,55502,2023,NA,1549050255290487,94,55502AA,PIGL,3.9,3.9,0.9,
683089042126144,55502,2023,NA,1549050256290487,94,55502AB,PIGL,3.1,3.1,16.9,
683089042126144,55502,2023,NA,1549050257290487,94,55502AC,PIGL,3.5,3.5,1.9,
683089042126144,55502,2023,1549050266290487,1549050258290487,94,55502AD,PIGL,10.7,10.700000000000001,19,
683089042126144,55502,2023,1549050277290487,1549050259290487,94,55502AE,PIGL,8.2,8.2,0.6,
683089042126144,55502,2023,1549050265290487,1549050260290487,94,55502AF,PIGL,5.9,5.9,24.2,
683089433126144,56091,2023,NA,1549067895290487,95,56091AA,PIMA,3.6,3.6,1.2,2 cores taken
NA,NA,NA,NA,NA,95,56091AA2,PIMA,3.6,NA,1.3,2 cores taken
683089433126144,56091,2023,NA,1549067896290487,95,56091AB,PIMA,3,3,1.1,
683089433126144,56091,2023,NA,1549067897290487,95,56091AC,PIMA,4.1,4.1,8.6,
683089266126144,56684,2023,1549062635290487,1549062628290487,94,56684AA,PIGL,13.5,13.5,NA,core broken - pith offset inestimable
683089266126144,56684,2023,1549062634290487,1549062629290487,94,56684AB,PIGL,12,12,19.9,
683089266126144,56684,2023,NA,1549062627290487,94,56684AC,PIGL,11.6,11.6,0.6,
683089519126144,57152,2023,NA,1549070980290487,95,57152AA,PIMA,4.3,4.3,1.7,
683089519126144,57152,2023,1549070997290487,1549070981290487,95,57152AB,PIMA,5.5,5.5,2.6,
683089519126144,57152,2023,1549071005290487,NA,95,57152AC,PIMA,7.3,7.3,19,
683089519126144,57152,2023,NA,1549070982290487,95,57152AD,PIMA,4.2,4.2,0.8,
683089519126144,57152,2023,NA,1549070983290487,95,57152AE,PIMA,3.8,3.8000000000000003,2,
683089325126144,57702,2023,NA,1549075567290487,95,57702AA,PIMA,3.6,3.6,0.5,
683089325126144,57702,2023,NA,1549075568290487,95,57702AB,PIMA,3.4,3.4,6.1,
683089325126144,57702,2023,NA,1549075569290487,95,57702AC,PIMA,3.7,3.7,4.5,
683089265126144,58381,2023,NA,1549062332290487,94,58381AA,PIGL,4.2,4.2,0.8,
683089265126144,58381,2023,NA,1549062333290487,94,58381AB,PIGL,4.1,4.1,0.4,
683089265126144,58381,2023,NA,1549062334290487,94,58381AC,PIGL,4.7,4.7,2.8,
683089265126144,58381,2023,1549062345290487,NA,94,58381AD,PIGL,6.7,6.7,0.9,
683089026126144,58911,2023,NA,1549049412290487,95,58911AA,PIMA,3.3,3.3000000000000003,2.7,
683089026126144,58911,2023,NA,1549049413290487,95,58911AC,PIMA,3.3,3.3000000000000003,0.5,
683089026126144,58911,2023,NA,1549049414290487,95,58911AD,PIMA,2.9,2.9,0.9,
683089064126144,59027,2023,NA,1549052289290487,95,59027AA,PIMA,7.7,7.7,8.7,
683089064126144,59027,2023,NA,1549052290290487,95,59027AB,PIMA,7.8,7.8,16.5,
683089064126144,59027,2023,NA,1549052291290487,376,59027AC,BENE,9.1,9.1,16.9,
683089064126144,59027,2023,1549052301290487,1549052292290487,95,59027AD,PIMA,6.6,6.6000000000000005,5,
683089541126144,59064,2023,NA,1549045056290487,94,59064AA,PIGL,9.1,9.1,2.7,
683089541126144,59064,2023,NA,1549045057290487,94,59064AB,PIGL,10.7,10.700000000000001,7.4,
683089541126144,59064,2023,NA,1549045058290487,94,59064AC,PIGL,14.4,14.4,NA,core broken - pith offset inestimable
683089220126144,60622,2023,NA,1549059868290487,95,60622AA,PIMA,3.4,3.4,4.5,
683089220126144,60622,2023,NA,1549059869290487,95,60622AB,PIMA,3.4,3.4,5.9,
683089220126144,60622,2023,NA,1549059870290487,95,60622AC,PIMA,4.1,4.1,NA,
NA,NA,NA,NA,NA,95,61520AA,PIMA,3.4,NA,NA,core in several pieces - unmeasureable
NA,NA,NA,NA,NA,95,61520AB,PIMA,4.3,NA,NA,core in several pieces - unmeasureable
683089270126144,61520,2023,NA,1549062779290487,95,61520AC,PIMA,4.4,4.4,9.3,
683089551126144,61594,2023,NA,1549045428290487,94,61594AA,PIGL,4.6,4.6000000000000005,2.7,
683089551126144,61594,2023,NA,1549045429290487,94,61594AB,PIGL,4.5,4.5,6.8,
683089551126144,61594,2023,NA,1549045430290487,94,61594AC,PIGL,4.4,4.4,NA,
683089551126144,61594,2023,1549045439290487,NA,94,61594AD,PIGL,6.1,6.1000000000000005,1.6,
683089205126144,62769,2023,NA,1549059518290487,94,62769AA,PIGL,9.3,9.3,41.6,
683089205126144,62769,2023,NA,1549059519290487,94,62769AB,PIGL,5.8,5.8,0.9,
683089205126144,62769,2023,NA,1549059520290487,94,62769AC,PIGL,7.1,7.1000000000000005,NA,pith offset inestimable - intrusion obscures inner rings
683089051126144,63062,2023,1549050645290487,1549050627290487,95,63062AA,PIMA,7.3,7.3,2.5,
683089051126144,63062,2023,1549050643290487,1549050628290487,95,63062AB,PIMA,6.3,6.3,4.8,
683089051126144,63062,2023,NA,1549050629290487,95,63062AC,PIMA,8,8,11.4,
683089051126144,63062,2023,NA,1549050630290487,94,63062AD,PIGL,9,9,17,
683089051126144,63062,2023,NA,1549050631290487,94,63062AF,PIGL,10.3,10.3,3,
683089051126144,63062,2023,NA,1549050632290487,376,63062AG,BENE,8.3,8.3,11.5,
1238207432290487,36,2024,NA,1800053106290487,95,00036AA,PIMA,2.3,2.3000000000000003,1.6,
1238207432290487,36,2024,NA,1800053107290487,95,00036AA,PIMA,2.3,2.3000000000000003,1.6,
1238207432290487,36,2024,NA,1800053108290487,95,00036AB,PIMA,3,3,0.7,
1238207432290487,36,2024,NA,1800053109290487,95,00036AB,PIMA,3,3,0.7,
NA,NA,NA,NA,NA,95,00036AC,PIMA,2.8,NA,2,
683089032126144,522,2024,1800037047290487,1800037026290487,94,00522AA,PIGL,7.3,7.3,4.2,
683089032126144,522,2024,NA,1800037027290487,94,00522AB,PIGL,6.8,6.8,1.1,
683089032126144,522,2024,1800037033290487,NA,94,00522AC,PIGL,5.2,5.2,12.1,
683089032126144,522,2024,1800037046290487,NA,94,00522AD,PIGL,9.9,9.9,2.1,
683089032126144,522,2024,NA,1800037028290487,94,00522AE,PIGL,7.6,7.6000000000000005,7.5,
683089054126144,1272,2024,1800037614290487,NA,94,01272AA,PIGL,5.2,5.2,10.3,
683089054126144,1272,2024,1800037616290487,NA,94,01272AB,PIGL,7.6,7.6000000000000005,4.7,
683089054126144,1272,2024,NA,1800037608290487,94,01272AC,PIGL,4.5,4.5,8.6,
683089054126144,1272,2024,NA,1800037607290487,94,01272AD,PIGL,4.8,4.8,15.6,
683089054126144,1272,2024,NA,1800037609290487,94,01272AE,PIGL,4.3,4.3,3.4,
683089279126144,2299,2024,NA,1800043368290487,94,02299AA,PIGL,7.5,7.5,5.6,
683089279126144,2299,2024,NA,1800043369290487,376,02299AB,BENE,4.2,4.2,7.8,
683089279126144,2299,2024,1800043384290487,NA,94,02299AC,PIGL,5.4,5.4,9.5,
683089414126144,3362,2024,1800045683290487,1800045653290487,94,03362AA,PIGL,8.9,8.9,12.2,
683089414126144,3362,2024,1800045684290487,1800045654290487,94,03362AB,PIGL,6.3,6.3,8.8,
683089414126144,3362,2024,NA,1800045655290487,94,03362AC,PIGL,7.7,7.7,10.1,
683089414126144,3362,2024,NA,1800045656290487,94,03362AD,PIGL,11.2,11.200000000000001,5.8,
683089414126144,3362,2024,NA,1800045657290487,94,03362AE,PIGL,8.6,8.6,16.3,
683089414126144,3362,2024,NA,1800045658290487,94,03362AF,PIGL,5.5,5.5,2.1,
683089414126144,3362,2024,NA,1800045659290487,94,03362AG,PIGL,3.6,3.6,0.6,
683089414126144,3362,2024,NA,1800045661290487,94,03362AH,PIGL,3.2,3.2,4.2,
683089414126144,3362,2024,NA,1800045660290487,376,03362AI,BENE,3.3,3.3000000000000003,2.7,
NA,NA,NA,NA,NA,94,03674AA,PIGL,1.9,NA,0.7,
NA,NA,NA,NA,NA,94,03674AB,PIGL,2.3,NA,1.6,
NA,NA,NA,NA,NA,94,03674AC,PIGL,2.6,NA,0.9,
NA,NA,NA,NA,NA,94,03674AD,PIGL,2.3,NA,NA,core missing
683089144126144,3930,2024,1800040355290487,1800040345290487,94,03930AA,PIGL,5.9,5.9,12.8,
683089144126144,3930,2024,1800040359290487,1800040346290487,94,03930AB,PIGL,9.6,9.6,30.5,
683089144126144,3930,2024,1800040360290487,1800040347290487,94,03930AC,PIGL,8.5,8.5,10.2,
683089144126144,3930,2024,1800040367290487,1800040348290487,94,03930AD,PIGL,11.9,11.9,30.4,
683089144126144,3930,2024,NA,1800040349290487,94,03930AE,PIGL,5.6,5.6000000000000005,6.7,
1238207304290487,4678,2024,NA,1800050376290487,95,04678AA,PIMA,3,3,1.1,
1238207304290487,4678,2024,NA,1800050377290487,95,04678AB,PIMA,4.9,4.9,1.5,
1238207304290487,4678,2024,NA,1800050378290487,95,04678AC,PIMA,2.7,2.7,0.9,
NA,NA,NA,NA,NA,95,05169AA,PIMA,2.3,NA,2.2,
1238207467290487,5169,2024,NA,1800051298290487,95,05169AB,PIMA,3.9,3.9,0.9,
1238207467290487,5169,2024,NA,1800051299290487,95,05169AC,PIMA,3.1,3.1,4.3,
1238207477290487,5730,2024,1800051610290487,1800051597290487,94,05730AA,PIGL,8.6,8.6,1.4,
1238207477290487,5730,2024,1800051608290487,1800051598290487,94,05730AB,PIGL,10.6,10.6,11.8,
1238207477290487,5730,2024,1800051607290487,1800051599290487,94,05730AC,PIGL,5.8,5.8,0.4,
1238207477290487,5730,2024,NA,1800051600290487,94,05730AD,PIGL,6.3,6.3,8.6,
1238207477290487,5730,2024,1800051611290487,NA,94,05730AE,PIGL,5.5,5.5,2.2,
1238207477290487,5730,2024,1800051612290487,NA,94,05730AF,PIGL,7.1,7.1000000000000005,1.8,
683089497126144,6572,2024,NA,1800055542290487,376,06572AA,BENE,6.4,6.4,11.3,
683089076126144,7285,2024,1800038728290487,1800038715290487,94,07285AA,PIGL,6.7,6.7,11.5,
683089076126144,7285,2024,NA,1800038716290487,94,07285AB,PIGL,7.2,7.2,8.3,
683089076126144,7285,2024,NA,1800038717290487,94,07285AC,PIGL,7.4,7.9,4.5,
683089076126144,7285,2024,1800038754290487,NA,94,07285AD,PIGL,9,9,0.6,
683089076126144,7285,2024,1800038734290487,NA,94,07285AE,PIGL,3.7,3.7,1.7,
683089076126144,7285,2024,1800038736290487,NA,94,07285AF,PIGL,12.4,12.4,31,
683089076126144,7285,2024,1800038732290487,NA,94,07285AG,PIGL,8.7,8.700000000000001,2.4,
683089155126144,8858,2024,NA,1800041000290487,94,08858AA,PIGL,5.1,5.1000000000000005,13.1,
683089155126144,8858,2024,NA,1800041001290487,94,08858AB,PIGL,7,7,10.9,
683089155126144,8858,2024,1800041025290487,1800041002290487,94,08858AC,PIGL,6.2,6.2,8.9,
683089155126144,8858,2024,NA,1800041003290487,94,08858AD,PIGL,4.2,4.2,1,
683089155126144,8858,2024,NA,1800041004290487,94,08858AE,PIGL,4.9,4.9,8.2,
683089464126144,8964,2024,1800046602290487,1800046595290487,94,08964AA,PIGL,5.3,5.3,2.2,
683089464126144,8964,2024,1800046605290487,1800046596290487,94,08964AB,PIGL,8.1,8.1,8.9,
683089464126144,8964,2024,1800046607290487,NA,94,08964AC,PIGL,11.6,11.6,11.8,
683089464126144,8964,2024,NA,1800046592290487,94,08964AD,PIGL,8.7,8.700000000000001,3.9,
683089464126144,8964,2024,NA,1800046593290487,94,08964AE,PIGL,9.5,9.5,12.1,
683089464126144,8964,2024,NA,1800046594290487,94,08964AF,PIGL,7.7,7.7,12,
683089184126144,9412,2024,NA,1800041690290487,NA,09412AA,POBA,8.9,8.9,1.1,
1318851249290487,9714,2024,1800055149290487,1800055141290487,94,09714AA,PIGL,12.3,12.3,4.9,
1318851249290487,9714,2024,1800055152290487,1800055142290487,94,09714AB,PIGL,9.9,9.9,11.4,
1238207359290487,11181,2024,1800053944290487,1800053937290487,94,11181AA,PIGL,14.2,14.200000000000001,2.8,
1238207359290487,11181,2024,1800053945290487,1800053938290487,94,11181AB,PIGL,20.9,15.9,6.7,
1238207359290487,11181,2024,NA,1800053939290487,94,11181AC,PIGL,19.2,19.2,44.6,
NA,NA,NA,NA,NA,94,11181AD,PIGL,10.2,NA,13,
683089255126144,11827,2024,NA,1800042925290487,94,11827AA,PIGL,10.1,10.1,3,
683089255126144,11827,2024,1800042936290487,1800042926290487,94,11827AB,PIGL,6.5,6.5,1.2,
683089255126144,11827,2024,NA,1800042927290487,94,11827AC,PIGL,7.6,7.6000000000000005,6.7,
683089255126144,11827,2024,NA,1800042928290487,94,11827AD,PIGL,7.6,7.6000000000000005,8.2,
683089608126144,11970,2024,1800036253290487,1800036245290487,94,11970AA,PIGL,5.6,5.6000000000000005,8.7,
683089608126144,11970,2024,NA,1800036246290487,94,11970AB,PIGL,4.3,4.3,7.9,
683089608126144,11970,2024,NA,1800036247290487,94,11970AC,PIGL,4.2,4.2,8.1,
683089608126144,11970,2024,NA,1800036248290487,94,11970AD,PIGL,4.3,4.3,1.9,
683089045126144,11999,2024,NA,1800037497290487,94,11999AA,PIGL,10.8,10.8,13,
683089045126144,11999,2024,NA,1800037498290487,94,11999AB,PIGL,8.9,8.9,3.9,
683089632126144,13080,2024,NA,1800037928290487,94,13080AA,PIGL,12.6,12.6,4,
683089632126144,13080,2024,NA,1800037929290487,94,13080AB,PIGL,12.8,12.8,15.6,
683089632126144,13080,2024,1800037959290487,1800037930290487,94,13080AC,PIGL,13.5,13.5,33.5,
683089632126144,13080,2024,1800037951290487,NA,94,13080AD,PIGL,8.7,8.700000000000001,18.9,
683089632126144,13080,2024,1800037954290487,NA,94,13080AE,PIGL,6.8,6.8,21,
683089632126144,13080,2024,1800037955290487,NA,94,13080AF,PIGL,10.5,10.5,20.6,
683089632126144,13080,2024,1800037956290487,NA,94,13080AG,PIGL,11.8,11.8,13.8,
683089632126144,13080,2024,1800037935290487,NA,94,13080AH,PIGL,17.7,17.7,26.4,
1238207498290487,13620,2024,NA,1800052018290487,95,13620AA,PIMA,3.1,3.1,0.7,
1238207498290487,13620,2024,NA,1800052019290487,95,13620AB,PIMA,2.7,2.7,3.7,
1238207498290487,13620,2024,NA,1800052020290487,95,13620AC,PIMA,3.6,3.6,12.1,
1238207498290487,13620,2024,1800052036290487,1800052021290487,95,13620AD,PIMA,5.3,5.3,5.2,
683089087126144,13782,2024,NA,1800039027290487,94,13782AA,PIGL,6.9,6.9,9.5,
683089087126144,13782,2024,NA,1800039028290487,94,13782AB,PIGL,7.5,7.5,3.4,
683089087126144,13782,2024,NA,1800039029290487,94,13782AC,PIGL,9,9,16.3,
1238207358290487,15075,2024,NA,1800053778290487,95,15075AA,PIMA,4.6,4.6000000000000005,0.5,
1238207358290487,15075,2024,NA,1800053779290487,95,15075AB,PIMA,3.6,3.6,5.2,
1238207358290487,15075,2024,NA,1800053780290487,95,15075AC,PIMA,3.8,3.8000000000000003,1.9,
1238207358290487,15075,2024,1800053786290487,1800053781290487,95,15075AD,PIMA,5.2,5.2,7.5,
683089579126144,15763,2024,1800035186290487,1800035177290487,94,15763AA,PIGL,7.9,7.9,1.4,
683089579126144,15763,2024,1800035213290487,NA,94,15763AB,PIGL,9.2,9.200000000000001,25,
683089579126144,15763,2024,NA,1800035178290487,94,15763AC,PIGL,8,8,5.7,
683089579126144,15763,2024,NA,1800035179290487,94,15763AD,PIGL,6.6,6.6000000000000005,13.5,
683089579126144,15763,2024,NA,1800035180290487,94,15763AE,PIGL,3.5,3.5,2.7,
